CIF,TRANSACTIONCODE,CUSTOMERTYPE,BIRTHDATE
29630241,D109301,0,1339/01/02
29630324,D109301,0,1359/03/26
29630357,D109301,0,1350/04/25
29630381,D109301,0,1370/02/23
29630399,D109301,0,1352/06/04
29630415,D109301,0,1369/10/19
29630423,D109301,0,1360/06/01
29630431,D109301,0,1366/02/13
29630514,D109301,0,1368/11/17
29630522,D109301,0,1367/03/29
29630530,D109301,0,1380/02/23
29630555,D109301,0,1379/01/28
29630571,D109301,0,1332/05/30
29630621,D109301,0,1345/06/10
29630639,D109301,0,1353/06/10
29630662,D109301,0,1358/06/01
29630670,D109301,0,1359/03/10
29630704,D109301,0,1376/06/06
29630738,D109301,0,1370/01/14
29630746,D109301,0,1360/06/25
29630803,D109301,0,1365/03/09
29630811,D109301,0,1344/07/04
29630860,D109301,0,1356/07/01
29630878,D109301,0,1343/04/25
29630894,D109301,0,1355/06/01
29630928,D109301,0,1374/09/01
29630944,D109301,0,1365/04/01
29630977,D109301,0,1367/09/20
29631009,D109301,0,1345/07/03
29631017,D109301,0,1352/12/01
29631033,D109301,0,1347/08/05
29631041,D109301,0,1359/11/11
29631108,D109301,0,1342/10/27
29631116,D109301,0,1362/01/02
29631199,D109301,0,1361/02/09
29631215,D109301,0,1345/02/05
29631249,D109301,0,1334/08/24
29631264,D109301,0,1342/03/21
29631322,D109301,0,1335/04/01
29631363,D109301,0,1357/05/27
29631389,D109301,0,1332/05/15
29631454,D109301,0,1360/12/28
29631488,D109301,0,1370/12/11
29631496,D109301,0,1383/06/22
29631504,D109301,0,1338/03/07
29631512,D109301,0,1369/05/03
29631520,0,0,1375/12/20
29631538,D109301,0,1373/09/16
29631553,D109301,0,1370/05/08
29631587,D109301,0,1364/10/25
29631595,D109301,0,1363/12/01
29631603,D109301,0,1371/11/20
29631645,D109301,0,1368/03/17
29631660,D109301,0,1363/03/02
29631686,D109301,0,1352/02/29
29631702,D109301,0,1339/01/25
29631728,D109301,0,1368/11/20
29631827,D109301,0,1370/06/01
29631835,D109301,0,1367/07/15
29631876,D109301,0,1379/01/26
29631926,D109301,0,1398/07/13
29631926,0,0,1398/07/13
29631967,D109301,0,1369/03/20
29631975,D109301,0,1342/01/08
29632189,D109301,0,1361/06/29
29632197,D109301,0,1370/09/01
29632205,D109301,0,1368/05/09
29632213,D109301,0,1371/07/01
29632239,D109301,0,1350/01/01
29632254,D109301,0,1337/11/04
29632262,D109301,0,1365/04/02
29632288,D109301,0,1359/05/13
29632296,D109301,0,1372/03/16
29632346,D109301,0,1362/12/20
29632379,D109301,0,1363/03/12
29632429,D109301,0,1354/06/10
29632452,D109301,0,1355/01/01
29632486,D109301,0,1360/06/25
29632502,D109301,0,1373/05/16
29632510,D109301,0,1355/07/01
29632544,D109301,0,1352/06/28
29632551,D109301,0,1376/02/15
29632619,D109301,0,1397/07/09
29632627,D109301,0,1361/06/30
29632635,D109301,0,1347/01/06
29632643,D109301,0,1350/06/10
29632692,D109301,0,1351/08/18
29632734,D109301,0,1366/03/13
29632742,D109301,0,1353/10/26
29632759,D109301,0,1396/04/30
29632775,D109301,0,1337/09/09
29632817,D109301,0,1368/02/14
29632908,D109301,0,1367/10/07
29632916,D106601,0,1376/07/16
29632932,D109301,0,1359/01/10
29632940,D109301,0,1364/05/17
29632957,D109301,0,1361/04/05
29632999,D109301,0,1353/10/27
29633005,D109301,0,1365/06/30
29633013,D109301,0,1366/12/01
29633070,D109301,0,1355/02/01
29633088,D109301,0,1352/07/24
29633112,D109301,0,1362/01/03
29633138,D109301,0,1373/02/17
29633146,D109301,0,1381/10/28
29633195,D109301,0,1354/03/11
29633203,D109301,0,1346/10/09
29633211,D109301,0,1364/02/04
29633229,D109301,0,1348/01/01
29633237,D109301,0,1344/02/01
29633302,D109301,0,1362/04/24
29633344,D109301,0,1357/11/17
29633351,D109301,0,1372/11/01
29633369,D109301,0,1370/03/15
29633476,D109301,0,1349/06/25
29633492,D109301,0,1381/11/22
29633518,D106601,0,1358/11/20
29633526,D109301,0,1370/07/03
29633542,D109301,0,1362/05/10
29633559,D109301,0,1367/06/11
29633583,D109301,0,1338/04/20
29633641,D109301,0,1379/08/02
29633666,D109301,0,1369/01/18
29633708,D109301,0,1362/05/02
29633732,D109301,0,1370/01/01
29633740,D109301,0,1379/11/16
29633781,D109301,0,1344/01/20
29633799,D109301,0,1334/01/12
29633831,D109301,0,1338/03/25
29633856,D109301,0,1353/09/01
29633880,D109301,0,1358/07/01
29633906,D109301,0,1345/03/10
29633948,D109301,0,1343/01/03
29633955,D109301,0,1347/07/02
29633963,D109301,0,1365/06/30
29633989,D109301,0,1378/04/18
29634029,D109301,0,1369/07/01
29634052,D109301,0,1368/09/01
29634078,D109301,0,1362/06/19
29634136,D109301,0,1363/03/24
29634144,D109301,0,1358/03/17
29634169,D109301,0,1348/01/01
29634391,D109301,0,1360/11/15
29634409,D109301,0,1357/04/08
29634441,D109301,0,1367/02/25
29634482,D109301,0,1356/03/09
29634581,D109301,0,1357/04/16
29634714,D109301,0,1369/10/05
29634748,D109301,0,1355/04/02
29634755,D109301,0,1349/03/07
29634821,D106601,0,1368/06/18
29634953,D109301,0,1368/06/30
29634995,D106601,0,1361/04/26
29635018,D109301,0,1355/06/30
29635042,D109301,0,1370/09/11
29635059,D109301,0,1354/07/08
29635075,D109301,0,1355/06/15
29635091,D109301,0,1345/07/10
29635117,D109301,0,1375/12/19
29635125,D109301,0,1370/12/29
29635166,D109301,0,1372/03/31
29635182,D109301,0,1377/10/12
29635190,D109301,0,1344/09/01
29635307,D109301,0,1365/01/24
29635323,D106601,0,1374/02/06
29635380,D109301,0,1373/05/12
29635398,D109301,0,1362/12/23
29635422,D109301,0,1343/04/10
29635430,D109301,0,1378/06/18
29635497,D109301,0,1340/06/01
29635547,D109301,0,1372/10/21
29635554,D109301,0,1381/05/06
29635570,D109301,0,1372/04/17
29635588,D109301,0,1370/04/13
29635620,D109301,0,1367/05/11
29635653,D109301,0,1369/06/07
29635687,D109301,0,1367/03/10
29635695,D109301,0,1377/01/13
29635703,D109301,0,1360/11/01
29635729,D109301,0,1343/01/09
29635737,D109301,0,1367/01/01
29635745,D109301,0,1361/06/20
29635794,D109301,0,1377/06/23
29635802,D109301,0,1363/10/21
29635810,D109301,0,1347/01/01
29635844,D109301,0,1374/11/08
29635877,D109301,0,1352/04/25
29635943,D109301,0,1362/06/01
29635968,D109301,0,1366/12/15
29635984,D109301,0,1340/02/20
29635992,D109301,0,1372/12/17
29636024,D109301,0,1355/06/27
29636099,D109301,0,1316/03/02
29636115,D109301,0,1361/05/16
29636123,D109301,0,1318/02/04
29636156,D109301,0,1364/05/20
29636164,D109301,0,1360/06/11
29636198,D109301,0,1354/02/22
29636222,D109301,0,1363/11/26
29636297,D109301,0,1360/06/29
29636396,D109301,0,1359/01/01
29636420,D109301,0,1358/02/26
29636446,D109301,0,1348/06/06
29636487,D109301,0,1342/10/05
29636578,D109301,0,1340/06/06
29636586,D109301,0,1370/04/01
29636628,D109301,0,1339/01/02
29636636,D109301,0,1330/01/01
29636651,D109301,0,1347/02/01
29636669,D109301,0,1366/01/01
29636685,D109301,0,1356/06/30
29636693,D109301,0,1334/03/19
29636701,D109301,0,1369/09/10
29636719,D109301,0,1351/12/05
29636875,D109301,0,1320/12/12
29636891,D109301,0,1368/10/03
29636925,D109301,0,1310/11/06
29636941,D109301,0,1368/08/05
29637006,D109301,0,1347/06/25
29637022,D109301,0,1357/06/23
29637113,D109301,0,1376/05/07
29637147,D109301,0,1351/04/30
29637196,D109301,0,1353/09/01
29637212,D109301,0,1373/04/21
29637287,D109301,0,1320/07/04
29637303,D109301,0,1369/10/20
29637345,D109301,0,1373/09/21
29637444,D109301,0,1373/02/24
29637550,D109301,0,1360/04/01
29637584,D109301,0,1334/05/25
29637592,D109301,0,1351/07/01
29637626,D109301,0,1369/01/04
29637634,D109301,0,1331/03/13
29637691,D109301,0,1348/06/13
29637741,D109301,0,1339/07/01
29637774,D109301,0,1376/03/12
29637782,D109301,0,1379/04/10
29637816,D109301,0,1378/01/23
29637881,D109301,0,1366/02/29
29637899,D109301,0,1378/04/09
29637923,D109301,0,1372/05/03
29638103,D109301,0,1346/10/02
29638350,D109301,0,1355/01/02
29638434,D109301,0,1355/12/20
29638442,D109301,0,1369/06/05
29638491,D109301,0,1353/01/02
29638525,D109301,0,1365/06/01
29638657,D109301,0,1367/12/16
29638715,D109301,0,1374/03/20
29638871,D109301,0,1340/01/11
29638939,D109301,0,1394/10/29
29638970,D109301,0,1336/03/05
29639002,D109301,0,1347/05/25
29639010,D109301,0,1398/08/01
29639051,D109301,0,1352/01/01
29639101,D109301,0,1362/08/09
29639259,D109301,0,1352/08/01
29639341,D109301,0,1339/07/01
29639457,D109301,0,1376/02/02
29639507,D109301,0,1384/06/10
29639671,D109301,0,1353/04/30
29639689,D109301,0,1356/07/01
29639697,D109301,0,1367/02/05
29639705,D109301,0,1362/05/18
29639713,D109301,0,1340/03/14
29639721,D109301,0,1351/05/08
29639747,D109301,0,1372/11/10
29639754,D109301,0,1373/12/20
29639788,D109301,0,1376/01/22
29639796,D109301,0,1362/08/10
29639812,D109301,0,1344/04/08
29639820,D109301,0,1354/03/20
29639838,D109301,0,1357/09/11
29639861,D109301,0,1374/10/17
29639895,D109301,0,1341/06/20
29639903,D109301,0,1366/06/31
29639911,D109301,0,1371/07/08
29639937,D109301,0,1360/01/01
29639945,D109301,0,1352/02/10
29639960,D109301,0,1360/05/15
29640018,D109301,0,1354/12/03
29640026,D109301,0,1355/11/18
29640034,D109301,0,1363/11/20
29640042,D109301,0,1363/04/02
29640042,0,0,1363/04/02
29640109,D109301,0,1350/04/04
29640125,D109301,0,1367/01/22
29640141,D109301,0,1360/06/24
29640265,D109301,0,1346/09/15
29640307,D109301,0,1343/02/07
29640380,D109301,0,1357/02/10
29640414,D109301,0,1363/07/26
29640422,D109301,0,1391/02/02
29640448,D109301,0,1361/01/01
29640471,D109301,0,1375/01/15
29640489,D109301,0,1365/06/29
29640497,D109301,0,1352/02/05
29640505,D109301,0,1371/04/11
29640539,D109301,0,1362/01/02
29640547,D109301,0,1356/10/01
29640554,D109301,0,1346/01/01
29640562,D109301,0,1368/02/28
29640588,D109301,0,1365/03/05
29640596,D109301,0,1371/04/15
29640612,D109301,0,1367/05/23
29640646,D109301,0,1359/06/09
29640679,D109301,0,1370/12/12
29640703,D109301,0,1345/06/16
29640737,D109301,0,1365/12/17
29640752,D109301,0,1345/01/10
29640786,D109301,0,1372/09/04
29640828,D109301,0,1395/03/09
29640851,D106601,0,1333/09/01
29640851,D109301,0,1333/09/01
29640893,D109301,0,1354/03/01
29640919,D109301,0,1365/03/14
29640943,D109301,0,1374/01/15
29641008,D106601,0,1347/01/04
29641008,D109301,0,1347/01/04
29641065,D109301,0,1350/01/01
29641073,D109301,0,1357/06/30
29641099,D109301,0,1358/03/06
29641123,D109301,0,1342/08/20
29641131,D109301,0,1358/11/02
29641156,D109301,0,1346/06/17
29641180,D109301,0,1363/03/20
29641206,D109301,0,1340/02/01
29641230,D109301,0,1359/03/24
29641255,D109301,0,1359/12/01
29641271,D109301,0,1342/04/01
29641289,D109301,0,1351/05/02
29641354,D109301,0,1327/10/10
29641362,D109301,0,1388/07/19
29641370,D109301,0,1379/03/06
29641388,D109301,0,1364/05/20
29641404,D109301,0,1374/02/29
29641412,D109301,0,1332/07/01
29641461,D109301,0,1373/07/13
29641479,D109301,0,1353/01/07
29641487,D109301,0,1356/06/30
29641495,D109301,0,1331/06/02
29641503,D109301,0,1367/07/20
29641511,D109301,0,1364/01/02
29641529,D109301,0,1359/02/01
29641545,D109301,0,1345/01/01
29641560,D109301,0,1351/06/01
29641578,D109301,0,1376/01/01
29641594,D109301,0,1353/04/30
29641610,D109301,0,1363/10/22
29641669,D109301,0,1343/11/05
29641685,D109301,0,1359/01/12
29641693,D109301,0,1358/01/05
29641701,D109301,0,1359/04/01
29641719,D109301,0,1341/02/20
29641735,D109301,0,1339/07/30
29641743,D109301,0,1340/03/04
29641750,D109301,0,1368/01/01
29641784,D109301,0,1337/03/03
29641800,D109301,0,1391/06/22
29641842,D109301,0,1331/09/05
29641875,D109301,0,1369/05/18
29641917,D109301,0,1368/01/26
29641933,D109301,0,1336/02/20
29641941,D109301,0,1370/11/08
29641966,D109301,0,1313/03/12
29641990,D109301,0,1334/11/06
29642022,D109301,0,1360/09/01
29642089,D109301,0,1359/02/20
29642105,D109301,0,1361/09/20
29642121,D109301,0,1376/02/29
29642147,D109301,0,1376/06/01
29642162,D109301,0,1341/06/09
29642170,D109301,0,1352/04/01
29642204,D109301,0,1354/01/01
29642238,D109301,0,1362/06/30
29642253,D109301,0,1359/09/01
29642261,D109301,0,1354/06/01
29642295,D109301,0,1368/06/25
29642311,D109301,0,1357/01/24
29642329,D109301,0,1356/06/09
29642337,D109301,0,1358/11/26
29642345,D109301,0,1373/10/09
29642360,D109301,0,1334/03/10
29642386,D109301,0,1359/10/30
29642394,D109301,0,1339/07/01
29642477,D109301,0,1348/11/05
29642485,D109301,0,1352/07/01
29642535,D109301,0,1366/12/05
29642550,D109301,0,1365/03/08
29642576,D109301,0,1344/10/01
29642618,D109301,0,1359/02/24
29642642,D109301,0,1364/08/10
29642683,D109301,0,1342/03/25
29642758,D109301,0,1372/01/13
29642782,D109301,0,1371/12/09
29642808,D109301,0,1381/04/05
29642840,D109301,0,1367/11/05
29642881,D109301,0,1368/12/17
29642899,D109301,0,1381/10/29
29642956,D109301,0,1375/07/23
29642980,D109301,0,1351/08/27
29643038,D109301,0,1367/01/22
29643053,D109301,0,1354/06/01
29643079,D109301,0,1364/06/30
29643095,D109301,0,1347/10/01
29643103,D109301,0,1373/12/03
29643129,D109301,0,1376/01/20
29643137,D109301,0,1380/04/09
29643152,D109301,0,1360/11/10
29643194,D109301,0,1331/08/15
29643202,D109301,0,1352/02/07
29643210,D109301,0,1338/07/02
29643228,D109301,0,1348/01/20
29643236,D109301,0,1345/12/03
29643244,D109301,0,1374/04/06
29643277,D109301,0,1376/06/31
29643285,D109301,0,1373/03/10
29643293,D109301,0,1380/03/10
29643335,D109301,0,1349/04/08
29643343,D109301,0,1340/01/01
29643384,D109301,0,1376/08/24
29643459,D109301,0,1347/04/13
29643483,D109301,0,1344/07/06
29643517,D109301,0,1364/10/08
29643525,D109301,0,1341/04/30
29643574,D109301,0,1371/10/18
29643608,D109301,0,1373/04/24
29643632,D109301,0,1361/07/07
29643657,D109301,0,1378/07/15
29643681,D109301,0,1370/12/29
29643707,D109301,0,1335/02/01
29643715,D109301,0,1364/06/17
29643756,D109301,0,1362/10/05
29643780,D109301,0,1373/01/16
29643798,D109301,0,1378/04/28
29643806,D109301,0,1342/04/01
29643814,D109301,0,1360/06/18
29643822,D109301,0,1346/04/01
29643830,D109301,0,1361/02/16
29643848,D109301,0,1364/08/12
29643855,D109301,0,1361/07/29
29643889,D109301,0,1354/04/20
29643905,D109301,0,1369/04/21
29643921,D109301,0,1371/06/16
29643962,D109301,0,1363/06/23
29644069,D109301,0,1351/07/01
29644077,D109301,0,1367/01/09
29644085,D109301,0,1360/05/15
29644093,D109301,0,1365/05/17
29644101,D109301,0,1344/06/01
29644119,D109301,0,1338/09/18
29644127,D109301,0,1347/06/03
29644143,D109301,0,1377/02/26
29644150,D109301,0,1345/02/22
29644176,D109301,0,1336/12/28
29644200,D109301,0,1362/10/14
29644226,D109301,0,1357/03/01
29644242,D109301,0,1373/03/04
29644291,D109301,0,1338/01/05
29644317,D109301,0,1363/03/10
29644341,D109301,0,1340/04/01
29644374,D109301,0,1363/09/18
29644408,D109301,0,1365/07/26
29644424,D109301,0,1374/02/16
29644432,D109301,0,1369/08/15
29644440,D109301,0,1367/03/20
29644465,D109301,0,1353/11/11
29644499,D109301,0,1369/03/16
29644507,D109301,0,1357/11/19
29644523,D109301,0,1332/11/01
29644549,D109301,0,1357/08/01
29644564,D109301,0,1360/08/28
29644572,D109301,0,1346/04/14
29644598,D109301,0,1372/04/08
29644606,D109301,0,1353/06/31
29644622,D109301,0,1373/09/10
29644630,D109301,0,1370/02/17
29644671,D109301,0,1363/11/10
29644697,D109301,0,1363/04/02
29644739,D109301,0,1347/01/01
29644747,D109301,0,1370/04/11
29644762,D109301,0,1357/03/01
29644812,D109301,0,1370/10/18
29645140,D109301,0,1352/10/07
29647336,D109301,0,1376/02/13
29647385,D109301,0,1367/02/26
29647393,D109301,0,1341/11/03
29647419,D109301,0,1363/04/06
29647625,D109301,0,1371/03/13
29647633,D109301,0,1365/06/06
29647666,D109301,0,1330/03/21
29647682,D109301,0,1344/03/24
29647799,D109301,0,1349/09/01
29648037,D109301,0,1345/03/04
29648151,D109301,0,1375/06/17
29648292,D109301,0,1335/12/01
29648342,D109301,0,1358/09/10
29648466,D109301,0,1366/05/22
29648565,D109301,0,1354/05/17
29648680,D109301,0,1342/01/10
29648706,D109301,0,1342/12/30
29648714,D109301,0,1352/03/01
29648730,D109301,0,1350/01/06
29648755,D109301,0,1371/11/13
29648797,D109301,0,1359/01/01
29648854,D109301,0,1364/01/01
29648888,D109301,0,1359/10/24
29648979,D109301,0,1361/08/10
29649290,D109301,0,1354/04/07
29649332,D109301,0,1344/09/12
29649548,D109301,0,1362/04/01
29649563,D109301,0,1378/10/10
29649746,D109301,0,1378/01/03
29649753,D109301,0,1364/01/01
29649845,D109301,0,1379/07/26
29649910,D109301,0,1363/08/10
29649993,D109301,0,1342/01/01
29650017,D109301,0,1368/07/01
29650108,D109301,0,1349/01/04
29650132,D109301,0,1376/02/08
29650181,D109301,0,1367/03/25
29650330,D109301,0,1363/06/01
29650397,D109301,0,1354/04/11
29650447,D109301,0,1369/12/08
29650488,D109301,0,1373/01/11
29650587,D109301,0,1373/10/12
29650603,D109301,0,1372/06/27
29650710,D109301,0,1398/09/19
29650843,D109301,0,1354/12/05
29651163,D109301,0,1373/10/28
29651221,D109301,0,1346/09/16
29651379,D109301,0,1348/09/08
29651387,D109301,0,1372/05/18
29651460,D109301,0,1362/06/07
29651569,D109301,0,1349/01/10
29651619,D109301,0,1357/04/15
29651700,D109301,0,1368/08/24
29651718,D109301,0,1351/08/07
29651726,D109301,0,1346/12/01
29651742,D109301,0,1361/05/01
29651759,D109301,0,1338/08/15
29651858,D109301,0,1350/06/30
29651866,D109301,0,1354/10/21
29651908,D104701,0,1352/02/09
29651932,D109301,0,1361/04/23
29651981,D109301,0,1357/04/01
29652070,D109301,0,1355/06/10
29652146,D109301,0,1366/02/10
29652245,D109301,0,1367/03/17
29652260,D109301,0,1369/04/27
29652286,D109301,0,1359/02/28
29652500,D109301,0,1352/01/10
29652542,D109301,0,1368/01/02
29652567,D109301,0,1378/10/08
29652591,D109301,0,1363/01/20
29652708,0,0,1361/06/03
29652757,D109301,0,1372/12/28
29652880,D109301,0,1349/02/05
29652948,D109301,0,1339/04/20
29653052,D109301,0,1370/04/16
29653060,D109301,0,1346/04/05
29653078,D109301,0,1363/02/18
29653110,D109301,0,1373/03/10
29653235,D109301,0,1365/06/31
29653243,D109301,0,1373/12/07
29653326,D109301,0,1342/09/10
29653367,D109301,0,1344/10/05
29653573,D109301,0,1358/07/01
29653607,D109301,0,1308/03/18
29653623,D109301,0,1342/07/01
29653672,D109301,0,1354/06/01
29653698,D109301,0,1372/06/24
29653714,D109301,0,1351/06/01
29653961,D109301,0,1352/01/04
29654050,D109301,0,1351/11/03
29654183,D109301,0,1355/10/01
29654407,D109301,0,1362/07/01
29654423,D109301,0,1334/09/01
29654555,D109301,0,1374/06/31
29654662,D109301,0,1354/04/17
29654670,D109301,0,1361/02/23
29654720,D109301,0,1367/01/24
29654761,D109301,0,1375/11/04
29654829,D109301,0,1360/04/06
29654977,D109301,0,1367/05/15
29655081,D109301,0,1367/06/06
29655230,D109301,0,1331/01/01
29655362,D109301,0,1343/06/01
29655420,0,0,1374/05/29
29655537,D109301,0,1347/02/07
29655735,D109301,0,1375/02/25
29655784,D109301,0,1398/08/01
29655800,D109301,0,1370/11/05
29656063,D109301,0,1374/03/18
29656261,D109301,0,1350/08/24
29656311,D109301,0,1360/11/22
29656410,D109301,0,1333/05/04
29656501,D109301,0,1359/06/25
29656592,D109301,0,1365/06/11
29656675,D109301,0,1361/06/22
29656725,D109301,0,1397/11/14
29656782,D109301,0,1376/11/13
29656881,D109301,0,1362/01/15
29657020,D109301,0,1397/07/07
29657194,D109301,0,1372/04/03
29657319,D109301,0,1365/06/30
29657327,D109301,0,1361/07/28
29657525,D109301,0,1364/09/07
29657574,D109301,0,1348/07/16
29657582,D109301,0,1348/12/23
29657772,D109301,0,1344/01/01
29657889,D109301,0,1364/01/01
29657913,D109301,0,1328/02/02
29657954,D109301,0,1339/06/02
29658135,D109301,0,1369/01/01
29658507,D109301,0,1365/06/08
29658754,D109301,0,1369/11/12
29658770,D109301,0,1350/06/02
29658820,D109301,0,1377/07/11
29659174,D109301,0,1368/03/09
29659448,D109301,0,1359/10/07
29659596,D109301,0,1372/12/07
29659695,D109301,0,1336/01/01
29659877,D109301,0,1352/04/01
29659976,D109301,0,1368/02/28
29660016,D109301,0,1365/01/02
29660107,D109301,0,1364/06/30
29660180,D109301,0,1351/04/12
29660297,D109301,0,1366/06/30
29660321,D109301,0,1349/11/27
29660362,D109301,0,1357/07/01
29660461,D109301,0,1372/06/19
29660487,D109301,0,1369/05/06
29660511,D109301,0,1374/12/16
29660537,D106601,0,1357/01/01
29660586,D109301,0,1376/02/01
29660727,D109301,0,1335/01/30
29660735,D109301,0,1366/11/12
29660800,D109301,0,1340/10/07
29660883,D109301,0,1376/04/25
29661097,D109301,0,1366/04/17
29661113,D109301,0,1371/05/03
29661170,D109301,0,1357/05/10
29661295,D109301,0,1356/05/01
29661352,D109301,0,1355/06/01
29661477,D109301,0,1378/07/25
29661568,D109301,0,1348/01/02
29661691,D109301,0,1349/05/10
29661709,D109301,0,1369/02/01
29661782,D109301,0,1371/05/08
29661907,D109301,0,1394/08/25
29661964,D109301,0,1347/02/01
29661972,D106601,0,1330/02/05
29661980,D109301,0,1326/11/25
29661998,D109301,0,1378/06/10
29662020,D109301,0,1370/07/07
29662046,D109301,0,1362/03/25
29662053,D109301,0,1356/02/14
29662061,D109301,0,1380/02/17
29662087,D109301,0,1340/03/06
29662095,D109301,0,1367/11/20
29662111,D109301,0,1355/06/20
29662129,D109301,0,1348/01/10
29662137,D109301,0,1368/04/12
29662145,D109301,0,1398/02/21
29662160,D109301,0,1348/03/04
29662178,D109301,0,1361/03/22
29662186,D109301,0,1354/12/24
29662194,D109301,0,1360/06/20
29662228,D109301,0,1355/12/11
29662236,D109301,0,1382/12/01
29662244,D109301,0,1370/05/12
29662269,D109301,0,1350/02/03
29662277,D109301,0,1383/09/07
29662285,D109301,0,1372/05/16
29662319,D109301,0,1375/09/05
29662327,D109301,0,1344/01/22
29662335,D109301,0,1358/03/10
29662350,D109301,0,1371/09/15
29662384,D109301,0,1347/03/01
29662418,D109301,0,1397/06/03
29662426,D109301,0,1369/03/13
29662442,D109301,0,1382/05/18
29662459,D109301,0,1366/04/03
29662475,D109301,0,1372/09/25
29662483,D109301,0,1342/05/23
29662491,D109301,0,1376/03/26
29662517,D109301,0,1364/07/21
29662533,D109301,0,1360/01/20
29662558,D109301,0,1358/12/02
29662566,D109301,0,1353/11/11
29662574,D109301,0,1371/10/04
29662582,D109301,0,1348/02/03
29662590,D109301,0,1368/06/07
29662608,D109301,0,1392/02/14
29662616,D109301,0,1373/10/13
29662624,D109301,0,1376/04/16
29662640,D109301,0,1373/12/25
29662657,D109301,0,1360/02/10
29662681,D109301,0,1351/12/25
29662699,D109301,0,1363/11/03
29662715,D109301,0,1344/05/12
29662723,D109301,0,1372/01/25
29662731,D109301,0,1366/05/24
29662749,D109301,0,1376/01/20
29662756,D109301,0,1365/12/10
29662764,D109301,0,1365/06/31
29662806,D109301,0,1368/03/05
29662814,D109301,0,1369/12/29
29662855,D109301,0,1362/06/26
29662897,D109301,0,1330/04/04
29662905,D109301,0,1356/05/21
29662939,D109301,0,1397/07/08
29662947,D109301,0,1362/06/07
29662962,D109301,0,1375/07/16
29662970,D109301,0,1366/10/01
29662988,D109301,0,1370/08/18
29663002,D109301,0,1348/06/30
29663010,D109301,0,1379/10/14
29663036,D109301,0,1352/05/12
29663044,D109301,0,1367/06/27
29663077,D109301,0,1355/06/28
29663093,D109301,0,1349/12/01
29663101,D109301,0,1345/10/19
29663143,D109301,0,1376/07/29
29663150,D109301,0,1377/06/20
29663168,D109301,0,1339/07/08
29663184,D109301,0,1375/04/26
29663200,D109301,0,1374/07/11
29663242,D109301,0,1361/06/15
29663259,D109301,0,1326/12/01
29663275,D109301,0,1362/04/09
29663283,D109301,0,1364/06/26
29663309,D109301,0,1356/07/18
29663325,D109301,0,1335/08/01
29663341,D109301,0,1378/06/25
29663382,D109301,0,1370/05/20
29663390,D109301,0,1364/03/17
29663408,D109301,0,1367/06/27
29663440,D109301,0,1346/03/25
29663473,D109301,0,1362/01/01
29663499,D109301,0,1321/05/04
29663531,D109301,0,1353/10/03
29663556,D109301,0,1363/09/15
29663564,D109301,0,1349/03/02
29663598,D109301,0,1376/11/28
29663606,D109301,0,1377/01/17
29663614,D109301,0,1358/12/02
29663622,D109301,0,1345/09/05
29663655,D109301,0,1361/04/01
29663663,D109301,0,1374/09/22
29663705,D109301,0,1337/04/20
29663713,D109301,0,1351/10/22
29663739,D109301,0,1379/04/29
29663747,D109301,0,1342/05/01
29663762,D109301,0,1341/09/10
29663770,D109301,0,1359/03/01
29663788,D109301,0,1359/03/13
29663796,D109301,0,1383/10/22
29663804,D109301,0,1354/10/15
29663812,D109301,0,1368/06/30
29663853,D109301,0,1355/06/02
29663861,D109301,0,1378/05/02
29663895,D109301,0,1373/08/16
29663911,D109301,0,1315/06/03
29663937,D109301,0,1370/12/12
29663952,D109301,0,1380/02/21
29663960,D109301,0,1360/02/28
29664000,D109301,0,1343/03/02
29664026,D109301,0,1349/06/01
29664059,D109301,0,1365/06/28
29664075,D109301,0,1346/01/01
29664091,D109301,0,1323/06/06
29664109,D109301,0,1360/06/30
29664141,D109301,0,1351/05/02
29664158,D109301,0,1346/06/30
29664166,D109301,0,1369/02/26
29664208,D109301,0,1354/10/01
29664216,D109301,0,1337/03/06
29664232,D109301,0,1340/01/01
29664240,D109301,0,1350/01/03
29664273,D109301,0,1364/11/17
29664281,D109301,0,1377/02/13
29664323,D109301,0,1335/11/18
29664349,D109301,0,1368/10/22
29664364,D109301,0,1363/09/26
29664414,D109301,0,1362/10/01
29664422,D109301,0,1330/09/01
29664430,D109301,0,1354/06/20
29664448,D109301,0,1348/05/02
29664463,D109301,0,1352/06/10
29664471,D109301,0,1363/12/29
29664554,D109301,0,1339/01/04
29664562,D109301,0,1328/12/25
29664596,D109301,0,1355/06/01
29664646,D109301,0,1333/05/15
29664661,D106601,0,1369/11/18
29664661,D109301,0,1369/11/18
29664695,D109301,0,1351/10/25
29664711,D109301,0,1362/06/01
29664745,D109301,0,1372/09/05
29664752,D109301,0,1367/09/09
29664786,D109301,0,1367/06/06
29664794,D109301,0,1398/07/14
29664836,D109301,0,1338/01/11
29664851,D109301,0,1370/10/01
29664885,D109301,0,1377/12/06
29664901,D109301,0,1377/11/29
29664919,D109301,0,1354/01/01
29664976,D109301,0,1368/01/09
29665007,D109301,0,1365/01/01
29665015,D109301,0,1360/10/01
29665080,D109301,0,1365/02/18
29665098,D109301,0,1374/11/01
29665106,D109301,0,1362/11/06
29665114,D109301,0,1316/01/31
29665171,D109301,0,1382/11/06
29665189,D109301,0,1348/01/06
29665239,D109301,0,1341/06/09
29665254,D109301,0,1342/10/08
29665312,D109301,0,1339/12/15
