CIF,CUSTOMERTYPE,BIRTHDATE,POSTALCODE
29317401,1,12/15/2022 18:32,9156325896
29317419,1,12/15/2022 18:52,6515919538
29317484,1,12/15/2022 18:51,6931997794
29317492,1,12/15/2022 18:48,9816786836
29317500,1,12/15/2022 18:32,5716759637
29317518,1,12/15/2022 18:49,8711111111
29317526,1,12/15/2022 18:24,1634967814
29317534,1,12/15/2022 18:48,6536115837
29317559,1,12/15/2022 18:56,5719843345
29317567,1,12/15/2022 18:56,3514619657
29317575,1,12/15/2022 18:48,4713969657
29317583,1,12/15/2022 18:56,1111111111
29317591,1,12/15/2022 18:27,8888811111
29317617,1,12/15/2022 18:28,1374778517
29317633,1,12/15/2022 18:56,6537139137
29317641,1,12/15/2022 18:49,4983176516
29317658,1,12/15/2022 18:54,4156914915
29317666,1,12/15/2022 18:49,4514468987
29317682,1,12/15/2022 18:30,1655736911
29317708,1,12/15/2022 18:43,1766787415
29317716,1,12/15/2022 18:45,3816134118
29317724,1,12/15/2022 18:32,4814713111
29317732,1,12/15/2022 18:51,6815167115
29317831,1,12/15/2022 18:51,1341943383
29317856,1,12/15/2022 18:27,1651637733
29317864,1,12/15/2022 18:51,1837733138
29317880,1,12/15/2022 18:32,1111111111
29317898,1,12/15/2022 18:48,1494913834
29317914,1,12/15/2022 18:27,1111111111
29317948,1,12/15/2022 18:27,123456789
29317955,1,12/15/2022 18:32,1474737685
29317963,1,12/15/2022 18:56,4517773488
29317989,1,12/15/2022 18:51,1133445566
29317997,1,12/15/2022 18:43,1453715763
29318003,1,12/15/2022 18:51,1688947541
29318011,1,12/15/2022 18:30,5716786305
29318037,1,12/15/2022 18:46,3971933652
29318045,1,12/15/2022 18:43,4716694601
29318078,1,12/15/2022 18:45,3717734865
29318086,1,12/15/2022 18:32,9411111111
29318094,1,12/15/2022 18:27,6165615161
29318102,1,12/15/2022 18:54,4748113746
29318110,1,12/15/2022 18:51,6619996314
29318136,1,12/15/2022 18:30,4816919637
29318144,1,12/15/2022 18:32,8183811111
29318169,1,12/15/2022 18:48,1684776111
29318177,1,12/15/2022 18:30,5711111111
29318185,1,12/15/2022 18:54,9738191335
29318219,1,12/15/2022 18:46,7196768557
29318235,1,12/15/2022 18:32,6513773497
29318250,1,12/15/2022 18:43,4613858476
29318268,1,12/15/2022 18:32,9815936365
29318276,1,12/15/2022 18:48,1841954178
29318284,1,12/15/2022 18:51,6815748316
29318292,1,12/15/2022 18:51,4971856863
29318359,1,12/15/2022 18:45,4971856863
29318367,1,12/15/2022 18:43,3717883756
29318417,1,12/15/2022 18:46,1816134876
29318425,1,12/15/2022 18:51,4714733115
29318441,1,12/15/2022 18:32,1719953475
29318458,1,12/15/2022 18:45,1436935770
29318466,1,12/15/2022 18:45,7186655911
29318482,1,12/15/2022 18:49,8917869455
29318516,1,12/15/2022 18:32,9411111111
29318524,1,12/15/2022 18:49,6817738416
29318557,1,12/15/2022 18:43,4633181351
29318573,1,12/15/2022 18:20,5638196343
29318599,1,12/15/2022 18:20,1847744831
29318631,1,12/15/2022 18:48,6815793877
29318649,1,12/15/2022 18:28,6931134000
29318656,1,12/15/2022 18:52,1998865474
29318664,1,12/15/2022 18:45,1459713717
29318672,1,12/15/2022 18:51,3717977765
29318714,1,12/15/2022 18:20,9194946979
29318722,1,12/15/2022 18:51,3818784138
29318763,1,12/15/2022 18:54,5143675894
29318839,1,12/15/2022 18:20,7591175698
29318854,1,12/15/2022 18:51,1111111111
29318896,1,12/15/2022 18:20,8915798998
29318912,1,12/15/2022 18:54,1981878176
29318920,1,12/15/2022 19:03,8133831938
29318938,1,12/15/2022 18:51,8716856871
29318961,1,12/15/2022 18:32,0
29318979,1,12/15/2022 18:51,1686858443
29318995,1,12/15/2022 18:20,7917774181
29319001,1,12/15/2022 18:20,1234567899
29319027,1,12/15/2022 18:54,6817949344
29319035,1,12/15/2022 18:28,8814648835
29319043,1,12/15/2022 18:28,7187711185
29319068,1,12/15/2022 18:30,6714675641
29319076,1,12/15/2022 18:48,1471617666
29319084,1,12/15/2022 18:54,6164885788
29319134,1,12/15/2022 18:20,1786756145
29319142,1,12/15/2022 18:20,5153733397
29319159,1,12/15/2022 18:45,4971456797
29319175,1,12/15/2022 18:45,1786756145
29319191,1,12/15/2022 18:18,1644763381
29319274,1,12/15/2022 18:52,1388986851
29319282,1,12/15/2022 18:51,5619115711
29319290,1,12/15/2022 18:18,4849187747
29319308,1,12/15/2022 18:29,1463843879
29319316,1,12/15/2022 18:51,9817983743
29319324,1,12/15/2022 18:51,1698613214
29319357,1,12/15/2022 18:18,9716997169
29319365,1,12/15/2022 18:48,9369441797
29319373,1,12/15/2022 18:27,6617844541
29319407,1,12/15/2022 18:52,1649646386
29319415,1,12/15/2022 18:51,4935147675
29319423,1,12/15/2022 18:48,7916845990
29319456,1,12/15/2022 18:45,7591711111
29319480,1,12/15/2022 18:48,1516943114
29319498,1,12/15/2022 18:52,1684795911
29319514,1,12/15/2022 18:48,9168694551
29319530,1,12/15/2022 18:52,3155745333
29319555,1,12/15/2022 18:52,7591377931
29319571,1,12/15/2022 18:51,4617948119
29319605,1,12/15/2022 18:28,9194955444
29319639,1,12/15/2022 18:20,3164374165
29319647,1,12/15/2022 19:03,1495815685
29319688,1,12/15/2022 18:54,3718965478
29319696,1,12/15/2022 18:48,1675785111
29319712,1,12/15/2022 18:51,1861813858
29319720,1,12/15/2022 18:18,9717997179
29319738,1,12/15/2022 18:51,8916986396
29319753,1,12/15/2022 18:54,4819797733
29319779,1,12/15/2022 18:32,1476937453
29319795,1,12/15/2022 18:24,1388697316
29319837,1,12/15/2022 18:48,1388668369
29319928,1,12/15/2022 19:03,5717976391
29319936,1,12/15/2022 18:18,5713137773
29319951,1,12/15/2022 19:03,5716648689
29319969,1,12/15/2022 18:48,5714145776
29320009,1,12/15/2022 18:30,8168654961
29320025,1,12/15/2022 18:20,1471655358
29320041,1,12/15/2022 18:20,5719159974
29320058,1,12/15/2022 18:48,8917738973
29320108,1,12/15/2022 18:32,1968635417
29320132,1,12/15/2022 18:43,5185743667
29320157,1,12/15/2022 18:18,4851848589
29320199,1,12/15/2022 18:49,5619344733
29320249,1,12/15/2022 18:43,1868179609
29320264,1,12/15/2022 18:18,5717948787
29320272,1,12/15/2022 18:20,5155997387
29320280,1,12/15/2022 18:49,7461666116
29320314,1,12/15/2022 18:24,5719976975
29320330,1,12/15/2022 18:51,6615712146
29320355,1,12/15/2022 18:20,1868179609
29320363,1,12/15/2022 18:43,8915888391
29320371,1,12/15/2022 18:20,8947148397
29320397,1,12/15/2022 18:51,1485865913
29320405,1,12/15/2022 18:48,7461666116
29320413,1,12/15/2022 18:45,5881634646
29320439,1,12/15/2022 19:03,5713998636
29320454,1,12/15/2022 18:51,1517738419
29320462,1,12/15/2022 18:49,7614615174
29320520,1,12/15/2022 18:48,8917687164
29320538,1,12/15/2022 18:49,1761653593
29320553,1,12/15/2022 18:46,1447684965
29320579,1,12/15/2022 18:49,1193894665
29320587,1,12/15/2022 18:46,5168686579
29320629,1,12/15/2022 18:43,4983118595
29320637,1,12/15/2022 18:43,8915799454
29320645,1,12/15/2022 18:48,1965814475
29320652,1,12/15/2022 18:46,4617715917
29320660,1,12/15/2022 18:48,7856144585
29320744,1,12/15/2022 18:49,1655989185
29320785,1,12/15/2022 18:43,8817613959
29320801,1,12/15/2022 18:48,5177763393
29320827,1,12/15/2022 18:45,1234567895
29320843,1,12/15/2022 18:43,8916986396
29320850,1,12/15/2022 18:52,1374796014
29320868,1,12/15/2022 18:45,4731739845
29320876,1,12/15/2022 18:48,8193874981
29320884,1,12/15/2022 18:20,7595165734
29320934,1,12/15/2022 18:32,4143777418
29320942,1,12/15/2022 18:52,9431945731
29320975,1,12/15/2022 18:48,1345935645
29320983,1,12/15/2022 18:18,6618633583
29321007,1,12/15/2022 18:45,5615788171
29321015,1,12/15/2022 18:52,8158116999
29321056,1,12/15/2022 18:49,8858195965
29321130,1,12/15/2022 18:45,1964937111
29321148,1,12/15/2022 18:43,6591874691
29321163,1,12/15/2022 18:20,5363141351
29321197,1,12/15/2022 18:48,1468833987
29321213,1,12/15/2022 18:45,9813688838
29321247,1,12/15/2022 18:51,7614933310
29321346,1,12/15/2022 18:48,3425251654
29321395,1,12/15/2022 18:20,6941734838
29321478,1,12/15/2022 18:48,9411111111
29321536,1,12/15/2022 18:51,1735646181
29321544,1,12/15/2022 18:43,1984157775
29321585,1,12/15/2022 18:48,8198700000
29321627,1,12/15/2022 18:18,5719978161
29321759,1,12/15/2022 18:48,4919755571
29321783,1,12/15/2022 18:46,8813875179
29321817,1,12/15/2022 18:48,7591711112
29321866,1,12/15/2022 18:46,1435846141
29321890,1,12/15/2022 18:54,3819196112
29321908,1,12/15/2022 18:46,1433913991
29321924,1,12/15/2022 18:28,4615156369
29322021,1,12/15/2022 18:46,1714713334
29322039,1,12/15/2022 18:51,4813977395
29322054,1,12/15/2022 18:20,5717797653
29322070,1,12/15/2022 18:30,1645743416
29322146,1,12/15/2022 18:43,1777873717
29322153,1,12/15/2022 18:51,4617645947
29322203,1,12/15/2022 18:59,1356884555
29322229,1,12/15/2022 18:54,4714913337
29322237,1,12/15/2022 18:54,1111111111
29322252,1,12/15/2022 18:48,6816187685
29322260,1,12/15/2022 18:21,5715874745
29322385,1,12/15/2022 18:18,1894783191
29322401,1,12/15/2022 18:54,4175853535
29322427,1,12/15/2022 19:03,1894783191
29322435,1,12/15/2022 18:51,7158854687
29322468,1,12/15/2022 18:51,6515818983
29322476,1,12/15/2022 18:43,1787447144
29322518,1,12/15/2022 19:03,1955673364
29322708,1,12/15/2022 18:53,6717695337
29322765,1,12/15/2022 18:43,1389757654
29322799,1,12/15/2022 18:59,6816785389
29322815,1,12/15/2022 18:18,1659755534
29322864,1,12/15/2022 18:18,1678647191
29322898,1,12/15/2022 18:18,6617966877
29323037,1,12/15/2022 18:21,7593146538
29323060,1,12/15/2022 18:18,7591711111
29323144,1,12/15/2022 18:48,3716845201
29323177,1,12/15/2022 18:51,7616759364
29323193,1,12/15/2022 18:52,1465955500
29323219,1,12/15/2022 18:48,3716845201
29323250,1,12/15/2022 18:48,1465955500
29323326,1,12/15/2022 18:43,7591147977
29323342,1,12/15/2022 18:18,1465955500
29323375,1,12/15/2022 18:43,3413638454
29323466,1,12/15/2022 18:20,7617879185
29323508,1,12/15/2022 18:20,8949197845
29323540,1,12/15/2022 18:49,1718953114
29323631,1,12/15/2022 18:48,3414798713
29323839,1,12/15/2022 18:49,1346615793
29323854,1,12/15/2022 18:28,9817997367
29323896,1,12/15/2022 18:51,1234567897
29323904,1,12/15/2022 18:30,5616847796
29323953,1,12/15/2022 18:32,1998867143
29323995,1,12/15/2022 18:28,3176655151
29324050,1,12/15/2022 18:27,1494948911
29324126,1,12/15/2022 18:24,1786636685
29324142,1,12/15/2022 18:49,5157667396
29324183,1,12/15/2022 18:32,1476997368
29324209,1,12/15/2022 18:51,1681948911
29324258,1,12/15/2022 18:51,1988877173
29324423,1,12/15/2022 18:51,7185653565
29324431,1,12/15/2022 18:51,1111111111
29324480,1,12/15/2022 18:48,7641000000
29324522,1,12/15/2022 18:48,1111111111
29324639,1,12/15/2022 18:45,1593857144
29324662,1,12/15/2022 18:54,5718898756
29324670,1,12/15/2022 18:24,5718797433
29324688,1,12/15/2022 18:54,5718898756
29324696,1,12/15/2022 18:54,5717655561
29324704,1,12/15/2022 18:45,5719914961
29324712,1,12/15/2022 18:24,5739713461
29324852,1,12/15/2022 18:21,6155716888
29324860,1,12/15/2022 18:20,3751888714
29324928,1,12/15/2022 18:24,8919635568
29324977,1,12/15/2022 18:28,1444683515
29324985,1,12/15/2022 18:30,9198783417
29325024,1,12/15/2022 18:51,1474894845
29325081,1,12/15/2022 18:45,1487763681
29325214,1,12/15/2022 18:30,9188188745
29325289,1,12/15/2022 18:58,1196689676
29325321,1,12/15/2022 18:43,6815743993
29325354,1,12/15/2022 18:45,1111111111
29325370,1,12/15/2022 18:46,8919689184
29325420,1,12/15/2022 18:48,7614745747
29325487,1,12/15/2022 18:52,1443763155
29325495,1,12/15/2022 18:59,4768134751
29325636,1,12/15/2022 18:46,6561413954
29325719,1,12/15/2022 18:28,6816884355
29325735,1,12/15/2022 18:45,8949173878
29325776,1,12/15/2022 18:54,4951944999
29325875,1,12/15/2022 18:52,1234567895
29325917,1,12/15/2022 18:43,1797818144
29325974,1,12/15/2022 18:45,6931878791
29326030,1,12/15/2022 18:28,4514665353
29326055,1,12/15/2022 18:51,4613849641
29326147,1,12/15/2022 18:32,1359795481
29326204,1,12/15/2022 18:20,7516646848
29326295,1,12/15/2022 18:18,3813988394
29326337,1,12/15/2022 18:28,1631854434
29326428,1,12/15/2022 18:32,1177774781
29326444,1,12/15/2022 18:45,9167633863
29326576,1,12/15/2022 18:20,1766694391
29326790,1,12/15/2022 18:45,1155695363
29326824,1,12/15/2022 18:20,8714963968
29326832,1,12/15/2022 18:32,3354451345
29326881,1,12/15/2022 18:24,4718986539
29326899,1,12/15/2022 18:28,9611234567
29326915,1,12/15/2022 18:20,7595198899
29327095,1,12/15/2022 18:32,5718177693
29327111,1,12/15/2022 18:27,1358988899
29327137,1,12/15/2022 18:28,5615854144
29327194,1,12/15/2022 18:27,1939738599
29327236,1,12/15/2022 18:28,1371879178
29327269,1,12/15/2022 19:03,1111111111
29327335,1,12/15/2022 18:54,9817914189
29327368,1,12/15/2022 18:32,1861947575
29327384,1,12/15/2022 18:43,1371879178
29327392,1,12/15/2022 18:49,3514644750
29327483,1,12/15/2022 18:45,8891154311
29327491,1,12/15/2022 18:28,1111111111
29327517,1,12/15/2022 18:20,1665884387
29327632,1,12/15/2022 18:29,8815913647
29327665,1,12/15/2022 18:27,4619153956
29327913,1,12/15/2022 18:18,1431793466
29327962,1,12/15/2022 18:28,8156399548
29328002,1,12/15/2022 18:46,1811988317
29328150,1,12/15/2022 18:51,1659157389
29328226,1,12/15/2022 18:52,1478714533
29328259,1,12/15/2022 19:03,8914743944
29328309,1,12/15/2022 18:43,1111111111
29328366,1,12/15/2022 18:28,1358988899
29328408,1,12/15/2022 18:51,1471615773
29328432,1,12/15/2022 18:49,7591711111
29328663,1,12/15/2022 18:18,1916883881
29328689,1,12/15/2022 18:48,4717817196
29328721,1,12/15/2022 18:48,4779171859
29328770,1,12/15/2022 18:45,1114818548
29328804,1,12/15/2022 18:48,1111111111
29328945,1,12/15/2022 18:48,4716658666
29328960,1,12/15/2022 18:48,5719164985
29329018,1,12/15/2022 18:52,5716853451
29329075,1,12/15/2022 18:48,4747183482
29329174,1,12/15/2022 18:20,5716774516
29329208,1,12/15/2022 18:32,4713787113
29329224,1,12/15/2022 18:18,9179164385
29329232,1,12/15/2022 18:54,3198645404
29329257,1,12/15/2022 18:45,5714658168
29329265,1,12/15/2022 18:28,9671675814
29329489,1,12/15/2022 18:52,1463843411
29329539,1,12/15/2022 18:46,1478785557
29329679,1,12/15/2022 18:32,3176148635
29329778,1,12/15/2022 18:48,9179896167
29329786,1,12/15/2022 18:27,1464754441
29329844,1,12/15/2022 18:44,4971717853
29330347,1,12/15/2022 18:30,9614437531
29330511,1,12/15/2022 18:54,9813697984
29330594,1,12/15/2022 18:48,7617898179
29330602,1,12/15/2022 18:18,1939616183
29330719,1,12/15/2022 18:48,5153813953
29330750,1,12/15/2022 18:45,5735179871
29330792,1,12/15/2022 18:59,6164785499
29330909,1,12/15/2022 18:32,1111111111
29330958,1,12/15/2022 18:18,7918617545
29331014,1,12/15/2022 18:51,6956136156
29331097,1,12/15/2022 18:52,1685674784
29331105,1,12/15/2022 18:48,4914843847
29331212,1,12/15/2022 18:45,9913643138
29331626,1,12/15/2022 18:38,1853913764
29331709,1,12/15/2022 18:24,8715736951
29331725,1,12/15/2022 18:28,7771616135
29331865,1,12/15/2022 18:20,1635687481
29331931,1,12/15/2022 18:18,1467695659
29332079,1,12/15/2022 18:49,1696843519
29332095,1,12/15/2022 18:48,3174756145
29332194,1,12/15/2022 18:48,6531959381
29332251,1,12/15/2022 18:45,1998867834
29332319,1,12/15/2022 18:51,1371886715
29332442,1,12/15/2022 18:51,1111111111
29332459,1,12/15/2022 18:51,8857133469
29332475,1,12/15/2022 18:54,8731943961
29332491,1,12/15/2022 18:54,5618788347
29332525,1,12/15/2022 18:48,6516767834
29332566,1,12/15/2022 18:59,9183888874
29332574,1,12/15/2022 18:21,7591111111
29332632,1,12/15/2022 18:51,0
29332640,1,12/15/2022 18:46,7518135646
29332723,1,12/15/2022 18:51,6919733557
29332756,1,12/15/2022 18:49,7591235381
29332772,1,12/15/2022 18:32,7598175715
29332897,1,12/15/2022 18:51,8137757453
29332996,1,12/15/2022 18:24,9152365412
29333010,1,12/15/2022 18:51,6714939117
29333028,1,12/15/2022 18:48,6931854886
29333036,1,12/15/2022 18:27,4941817768
29333044,1,12/15/2022 18:28,1934717611
29333085,1,12/15/2022 18:21,5716816678
29333093,1,12/15/2022 18:48,5719657845
29333101,1,12/15/2022 18:51,7157863911
29333119,1,12/15/2022 18:59,4193783883
29333184,1,12/15/2022 18:57,1494874443
29333192,1,12/15/2022 18:30,5164664765
29333218,1,12/15/2022 18:59,6515745516
29333226,1,12/15/2022 18:24,1418913197
29333234,1,12/15/2022 18:27,7591817769
29333242,1,12/15/2022 18:24,6951183874
29333267,1,12/15/2022 18:27,3491754831
29333275,1,12/15/2022 18:46,1476935747
29333283,1,12/15/2022 18:21,3711111111
29333291,1,12/15/2022 18:27,8814863351
29333325,1,12/15/2022 18:48,8169646465
29333366,1,12/15/2022 18:49,1838888839
29333382,1,12/15/2022 18:49,1761615111
29333424,1,12/15/2022 18:59,9179183315
29333432,1,12/15/2022 18:21,1418946797
29333465,1,12/15/2022 18:49,8179997376
29333473,1,12/15/2022 18:27,1486774413
29333507,1,12/15/2022 18:59,1236547878
29333515,1,12/15/2022 18:21,6614884781
29333531,1,12/15/2022 18:30,8813775583
29333549,1,12/15/2022 18:54,5145653131
29333556,1,12/15/2022 18:30,1419984184
29333598,1,12/15/2022 18:59,3418144191
29333622,1,12/15/2022 18:18,9817636834
29333630,1,12/15/2022 18:43,1111111111
29333663,1,12/15/2022 18:48,1471755617
29333671,1,12/15/2022 18:49,9816819765
29333689,1,12/15/2022 18:49,5173819537
29333713,1,12/15/2022 18:46,1474735981
29333739,1,12/15/2022 18:51,1761615111
29333747,1,12/15/2022 18:27,1365935494
29333762,1,12/15/2022 18:48,8156833391
29333788,1,12/15/2022 18:49,5175658577
29333796,1,12/15/2022 18:45,9411111111
29333804,1,12/15/2022 18:27,6717698579
29333853,1,12/15/2022 18:49,4936174261
29333879,1,12/15/2022 18:51,1493815517
29333895,1,12/15/2022 18:27,9158745874
29333929,1,12/15/2022 18:51,6615437962
29333937,1,12/15/2022 18:48,1374816797
29333952,1,12/15/2022 18:18,1656838683
29334000,1,12/15/2022 18:59,6617756415
29334026,1,12/15/2022 18:51,1478779658
29334034,1,12/15/2022 18:51,1614777613
29334059,1,12/15/2022 18:18,1985663914
29334075,1,12/15/2022 18:51,9177163434
29334109,1,12/15/2022 18:59,8185777295
29334117,1,12/15/2022 18:48,9177716485
29334133,1,12/15/2022 18:51,3173876949
29334141,1,12/15/2022 18:54,3173999657
29334158,1,12/15/2022 18:45,8138976795
29334182,1,12/15/2022 18:46,8134567890
29334208,1,12/15/2022 18:51,1111111111
29334216,1,12/15/2022 18:18,9157934336
29334224,1,12/15/2022 18:46,9154243315
29334240,1,12/15/2022 18:18,1313983445
29334257,1,12/15/2022 18:51,1111111111
29334273,1,12/15/2022 18:20,9188683949
29334299,1,12/15/2022 18:54,1111111111
29334307,1,12/15/2022 18:45,9189747751
29334315,1,12/15/2022 18:51,1111111111
29334331,1,12/15/2022 18:20,1111111111
29334349,1,12/15/2022 18:54,9149196877
29334356,1,12/15/2022 18:54,1418913185
29334364,1,12/15/2022 18:18,1111111111
29334372,1,12/15/2022 18:20,9189713471
29334380,1,12/15/2022 18:51,1418946616
29334398,1,12/15/2022 18:54,9155834831
29334406,1,12/15/2022 18:18,4347167614
29334455,1,12/15/2022 18:32,1331645569
29334489,1,12/15/2022 18:18,6816973146
29334505,1,12/15/2022 18:21,1799817443
29334513,1,12/15/2022 18:18,4716843534
29334547,1,12/15/2022 18:51,1111111111
29334562,1,12/15/2022 18:59,7919918211
29334588,1,12/15/2022 18:56,1569633811
29334596,1,12/15/2022 18:46,3197714715
29334620,1,12/15/2022 18:46,8179986617
29334638,1,12/15/2022 18:51,1361698563
29334646,1,12/15/2022 18:59,1474948363
29334737,1,12/15/2022 18:54,1369714449
29334745,1,12/15/2022 18:48,8194855981
29334778,1,12/15/2022 18:32,4715845837
29334786,1,12/15/2022 18:59,3818753464
29334844,1,12/15/2022 18:54,5147694854
29334877,1,12/15/2022 18:54,7591487744
29334893,1,12/15/2022 18:32,4514314196
29334919,1,12/15/2022 18:48,6195663366
29334935,1,12/15/2022 18:59,3166968947
29334950,1,12/15/2022 18:30,9188356155
29334976,1,12/15/2022 18:48,1655916751
29335007,1,12/15/2022 18:51,1943873541
29335130,1,12/15/2022 18:27,1111111111
29335270,1,12/15/2022 18:18,1481997861
29335346,1,12/15/2022 18:18,3415736735
29335353,1,12/15/2022 18:51,1388848366
29335536,1,12/15/2022 18:18,5716116821
29335726,1,12/15/2022 18:49,4716793684
29335833,1,12/15/2022 18:48,1647938537
29335841,1,12/15/2022 18:54,6816814363
29335858,1,12/15/2022 18:49,1778734611
29335981,1,12/15/2022 18:20,1778734611
29336047,1,12/15/2022 18:18,7941738407
29336179,1,12/15/2022 18:24,1587714114
29336187,1,12/15/2022 18:32,7741715568
29336302,1,12/15/2022 18:48,1339884838
29336344,1,12/15/2022 18:48,1111111111
29336419,1,12/15/2022 18:54,1337898986
29336476,1,12/15/2022 18:59,5688143151
29336500,1,12/15/2022 18:27,5618713831
29336518,1,12/15/2022 18:54,7616859920
29336575,1,12/15/2022 18:49,1434743317
29336591,1,12/15/2022 18:32,6715438675
29336674,1,12/15/2022 18:48,3418663134
29336724,1,12/15/2022 18:59,1777873346
29336948,1,12/15/2022 18:48,1968917254
29337029,1,12/15/2022 18:51,7761677615
29337060,1,12/15/2022 18:28,1946773736
29337102,1,12/15/2022 18:51,4616893376
29337136,1,12/15/2022 18:46,4759119479
29337458,1,12/15/2022 18:32,3418755966
29337508,1,12/15/2022 19:03,1645644345
29337680,1,12/15/2022 18:46,5137779481
29337789,1,12/15/2022 18:24,1461254783
29337946,1,12/15/2022 19:03,3197645541
29338027,1,12/15/2022 18:51,9817878615
29338068,1,12/15/2022 18:52,6744184395
29338084,1,12/15/2022 18:49,1111111111
29338233,1,12/15/2022 18:45,1111111111
29338274,1,12/15/2022 18:48,1644955155
29338308,1,12/15/2022 18:40,3133734764
29338365,1,12/15/2022 18:49,4717618744
29338381,1,12/15/2022 18:46,1958913964
29338399,1,12/15/2022 18:45,4371945188
29338407,1,12/15/2022 18:48,4714883937
29338423,1,12/15/2022 18:46,1234567895
29338548,1,12/15/2022 18:49,1646695114
29338670,1,12/15/2022 18:59,1894774431
29338688,1,12/15/2022 18:43,1865986819
29338738,1,12/15/2022 18:49,7941664858
29338753,1,12/15/2022 18:49,8814853641
29338811,1,12/15/2022 18:45,1961936653
29338845,1,12/15/2022 18:48,5749184334
29338860,1,12/15/2022 18:59,6817999375
29339173,1,12/15/2022 18:48,8981993569
29339231,1,12/15/2022 18:48,1363638111
29339249,1,12/15/2022 18:51,1684938113
29339256,1,12/15/2022 18:48,1133445566
29339348,1,12/15/2022 18:43,1494618834
29339413,1,12/15/2022 18:48,7593173416
29339546,1,12/15/2022 18:48,3815935163
29339637,1,12/15/2022 18:52,1715817636
29339744,1,12/15/2022 18:54,1355715691
29339934,1,12/15/2022 18:24,1444717595
29339975,1,12/15/2022 18:20,5718158469
29340023,1,12/15/2022 18:28,1981819383
29340130,1,12/15/2022 18:49,8871815783
29340171,1,12/15/2022 18:28,3317649197
29340551,1,12/15/2022 18:24,1145816877
29341054,1,12/15/2022 18:48,1451695441
29341161,1,12/15/2022 18:48,1431634611
29341203,1,12/15/2022 18:24,1483755487
29341260,1,12/15/2022 18:30,3814897856
29341443,1,12/15/2022 18:49,9815914135
29341476,1,12/15/2022 18:51,9816868787
29341518,1,12/15/2022 18:52,1111111111
29341542,1,12/15/2022 18:24,1234567890
29341609,1,12/15/2022 18:52,1234567890
29341641,1,12/15/2022 18:49,1939664794
29341658,1,12/15/2022 18:43,7617674953
29341666,1,12/15/2022 18:24,1631696973
29342037,1,12/15/2022 18:51,5715974535
29342060,1,12/15/2022 18:32,8917889793
29342292,1,12/15/2022 18:54,8916167376
29342375,1,12/15/2022 18:51,7941644356
29342524,1,12/15/2022 18:24,1111111111
29342573,1,12/15/2022 18:48,1418913755
29342615,1,12/15/2022 18:43,123456789
29342722,1,12/15/2022 18:48,1234567890
29342920,1,12/15/2022 18:32,1412345678
29342946,1,12/15/2022 18:54,9719797197
29342995,1,12/15/2022 18:54,9719797197
29343092,1,12/15/2022 18:59,9814654861
29343183,1,12/15/2022 18:48,5711111111
29343233,1,12/15/2022 18:21,4154716316
29343282,1,12/15/2022 18:48,1234567890
29343365,1,12/15/2022 18:27,3718965478
29343399,1,12/15/2022 18:52,1111111111
29343456,1,12/15/2022 18:24,5165839345
29343555,1,12/15/2022 18:48,9719797179
29343704,1,12/15/2022 18:21,6814957457
29343936,1,12/15/2022 18:24,1911933118
29343985,1,12/15/2022 18:51,5711111111
29344090,1,12/15/2022 18:45,1647649364
29344108,1,12/15/2022 18:27,6163897457
29344140,1,12/15/2022 18:51,4715918784
29344181,1,12/15/2022 18:27,6719684786
29344207,1,12/15/2022 18:24,3711111111
29344371,1,12/15/2022 18:51,4717633984
29344405,1,12/15/2022 18:43,1384883313
29344413,1,12/15/2022 18:27,3761615937
29344454,1,12/15/2022 18:18,1484735615
29344462,1,12/15/2022 18:43,9618765595
29344488,1,12/15/2022 18:51,1673976564
29344504,1,12/15/2022 18:24,1659859763
29344678,1,12/15/2022 18:45,7616676918
29344751,1,12/15/2022 18:45,1918764154
29344900,1,12/15/2022 18:51,1783646341
29345022,1,12/15/2022 18:51,4714767979
29345113,1,12/15/2022 18:18,6914658458
29345139,1,12/15/2022 18:30,5184934877
29345170,1,12/15/2022 18:51,1389766197
29345188,1,12/15/2022 18:27,5716786718
29345196,1,12/15/2022 18:46,9813866156
29345295,1,12/15/2022 18:54,1388877416
29345303,1,12/15/2022 18:51,1737743314
29345337,1,12/15/2022 18:18,5716786718
29345469,1,12/15/2022 18:45,1471773383
29345568,1,12/15/2022 18:51,9999999999
29345659,1,12/15/2022 18:48,1475614881
29345717,1,12/15/2022 18:48,4713749574
29345733,1,12/15/2022 18:30,1649836593
29345758,1,12/15/2022 18:20,9611234567
29345790,1,12/15/2022 18:51,6816999936
29345840,1,12/15/2022 18:45,3819678841
29345881,1,12/15/2022 18:18,7358167186
29345899,1,12/15/2022 18:51,3194653696
29345923,1,12/15/2022 18:51,4971784557
29346061,1,12/15/2022 18:30,6817916385
29346087,1,12/15/2022 18:59,4718988453
29346095,1,12/15/2022 18:24,7147773571
29346186,1,12/15/2022 18:32,1775616681
29346236,1,12/15/2022 18:32,1473716818
29346293,1,12/15/2022 18:59,4771135917
29346301,1,12/15/2022 18:51,4819143494
29346327,1,12/15/2022 18:43,1195743161
29346376,1,12/15/2022 18:51,9817955719
29346442,1,12/15/2022 18:45,1388965654
29346459,1,12/15/2022 18:48,3449189448
29346533,1,12/15/2022 18:48,7619696597
29346731,1,12/15/2022 18:30,8719736551
29346822,1,12/15/2022 18:32,4716735573
29346913,1,12/15/2022 18:45,1236547899
29346939,1,12/15/2022 18:27,1111111111
29347010,1,12/15/2022 18:32,4748143681
